samples/sample2.html
http://programador.ru/2012/02/ 200
http://programador.ru/2009/12/ 200
http://programador.ru/2015/11/ 200
http://programador.ru/2012/10/ 200
http://programador.ru/2015/03/ 200
http://programador.ru/2009/08/ 200
https://vk.com/ffsdfsd21fgddsgdf 404
http://programador.ru/2011/06/ 200
http://programador.ru/2013/07/ 200
http://programador.ru/2011/02/ 200
http://programador.ru/2013/03/ 200
http://programador.ru/2014/11/ 200
http://programador.ru/2014/03/ 200
http://programador.ru/2010/05/ 200
http://programador.ru/2012/06/ 200
http://programador.ru/2016/04/ 200
http://programador.ru/2010/09/ 200
http://programador.ru/2012/03/ 200
http://programador.ru/2009/11/ 200
http://programador.ru/2015/10/ 200
http://programador.ru/2012/11/ 200
http://programador.ru/2010/12/ 200
http://programador.ru/2015/02/ 200
http://programador.ru/2011/07/ 200
http://programador.ru/2013/06/ 200
http://programador.ru/2016/01/ 200
http://programador.ru/2011/03/ 200
http://programador.ru/2013/02/ 200
http://programador.ru/2013/10/ 200
http://programador.ru/2011/11/ 200
http://programador.ru/2010/04/ 200
http://programador.ru/2014/02/ 200
http://programador.ru/2010/08/ 200
http://programador.ru/2014/09/ 200
http://programador.ru/2009/10/ 200
http://programador.ru/2012/04/ 200
http://programador.ru/2010/03/ 200
http://programador.ru/2008/06/ 200
http://programador.ru/2009/06/ 200
http://programador.ru/2015/01/ 200
http://programador.ru/2015/05/ 200
http://programador.ru/2011/08/ 200
http://programador.ru/2011/12/ 200
http://programador.ru/2013/05/ 200
http://programador.ru/2015/09/ 200
http://programador.ru/2011/04/ 200
http://programador.ru/2013/01/ 200
http://programador.ru/2010/07/ 200
http://programador.ru/2012/08/ 200
http://programador.ru/2010/10/ 200
http://programador.ru/2012/05/ 200
http://programador.ru/2010/02/ 200
http://programador.ru/2012/01/ 200
http://programador.ru/2008/05/ 200
http://programador.ru/2011/09/ 200
http://programador.ru/2011/05/ 200
http://programador.ru/2013/08/ 200
http://programador.ru/2011/01/ 200
http://programador.ru/2013/04/ 200
http://programador.ru/2013/12/ 200
http://programador.ru/2014/12/ 200
http://programador.ru/2010/06/ 200

samples/sample1.html
http://programador.ru/2012/02/ 200
http://programador.ru/2009/12/ 200
http://programador.ru/2015/11/ 200
http://programador.ru/2012/10/ 200
http://programador.ru/2015/03/ 200
http://programador.ru/2009/08/ 200
https://vk.com/ffsdfsd21fgddsgdf 404
http://programador.ru/2011/06/ 200
http://programador.ru/2013/07/ 200
http://programador.ru/2011/02/ 200
http://programador.ru/2013/03/ 200
http://programador.ru/2014/11/ 200
http://programador.ru/2014/03/ 200
http://programador.ru/2010/05/ 200
http://programador.ru/2012/06/ 200
http://programador.ru/2016/04/ 200
http://programador.ru/2010/09/ 200
http://programador.ru/2012/03/ 200
http://programador.ru/2009/11/ 200
http://programador.ru/2015/10/ 200
http://programador.ru/2012/11/ 200
http://programador.ru/2010/12/ 200
http://programador.ru/2015/02/ 200
http://programador.ru/2011/07/ 200
http://programador.ru/2013/06/ 200
http://programador.ru/2016/01/ 200
http://programador.ru/2011/03/ 200
http://programador.ru/2013/02/ 200
http://programador.ru/2013/10/ 200
http://programador.ru/2011/11/ 200
http://programador.ru/2010/04/ 200
http://programador.ru/2014/02/ 200
http://programador.ru/2010/08/ 200
http://programador.ru/2014/09/ 200
http://programador.ru/2009/10/ 200
http://programador.ru/2012/04/ 200
http://programador.ru/2010/03/ 200
http://programador.ru/2008/06/ 200
http://programador.ru/2009/06/ 200
http://programador.ru/2015/01/ 200
http://programador.ru/2015/05/ 200
http://programador.ru/2011/08/ 200
http://programador.ru/2011/12/ 200
http://programador.ru/2013/05/ 200
http://programador.ru/2015/09/ 200
http://programador.ru/2011/04/ 200
http://programador.ru/2013/01/ 200
http://programador.ru/2010/07/ 200
http://programador.ru/2012/08/ 200
http://programador.ru/2010/10/ 200
http://programador.ru/2012/05/ 200
http://programador.ru/2010/02/ 200
http://programador.ru/2012/01/ 200
http://programador.ru/2008/05/ 200
http://programador.ru/2011/09/ 200
http://programador.ru/2011/05/ 200
http://programador.ru/2013/08/ 200
http://programador.ru/2011/01/ 200
http://programador.ru/2013/04/ 200
http://programador.ru/2013/12/ 200
http://programador.ru/2014/12/ 200
http://programador.ru/2010/06/ 200

